X1,X2,X3,X4,Y
-0.99203,0.56528,-0.16173,-1.70393,-1.10293
0.57929,-1.26171,1.11428,-0.06701,1.81969
-0.2461,-0.5022,0.60953,-0.795,-1.68833
-1.56475,0.09095,-0.21716,-0.19112,-0.10137
-0.82497,-1.81618,0.39969,0.743,-1.92547
0.08188,1.67945,-0.55958,-0.6536,0.5577
-0.64557,-0.93781,-1.48517,-0.88911,-3.08133
0.39444,-0.61123,-0.43376,-0.16243,-1.15111
-0.86568,0.41346,1.3435,-0.20717,0.61987
-0.59765,-1.51247,0.27058,-0.71137,-1.96391
0.56526,-0.05234,-0.42768,0.97282,2.37695
1.02703,0.0749,-1.31756,-1.84849,-0.81792
0.3948,0.80073,-1.19679,0.4526,3.01186
0.12254,-0.64295,0.5687,-0.4243,0.72712
1.48206,0.17012,-0.06667,-2.0956,1.17624
-1.9336,1.79369,-0.03902,-0.36323,-1.19782
0.34374,1.67818,0.92292,1.25625,6.06741
-0.08145,0.35269,0.59614,1.43502,3.54104
0.25208,1.75484,0.8539,0.62641,4.76567
-0.50959,-0.91496,0.71781,0.18593,1.21178
0.79827,0.78771,0.6142,1.37677,3.8614
1.11098,0.92818,0.76416,-0.39995,3.85524
0.13203,-0.19808,-0.82038,-0.8701,-1.07554
0.19229,-0.61329,-1.55516,1.46855,1.93452
-0.77652,-0.47478,-0.51322,-0.05046,-0.8157
0.30244,1.79095,-0.89558,1.95407,3.84371
0.90273,-0.63192,-0.43834,-1.89505,-0.34937
0.80482,0.45875,-0.32019,0.15348,2.87043
0.54828,-0.47968,-0.22699,1.36077,2.461
-0.56677,1.44714,1.58245,-0.52605,0.8035
0.23922,-0.313,-1.05209,-1.47362,-1.15893
-0.03574,-0.26497,0.90965,-0.7867,1.86915
-0.70249,1.67054,-0.49889,0.51605,2.72057
0.93295,-0.24146,-0.85372,-1.18869,-0.85488
-2.49764,0.32739,-1.34224,0.12037,-3.07914
0.14706,0.64391,-0.43066,-0.76345,0.82716
0.93293,-0.51976,1.30064,0.66875,3.81969
1.14402,1.74359,0.52296,0.3942,5.79076
0.60098,0.12873,-2.03942,-1.54353,-2.13037
-1.72725,-1.29922,-0.6444,0.51458,-1.33581
-0.38972,-1.17783,1.59755,1.16906,2.65475
0.03788,-0.85882,0.96177,2.32996,3.11397
-1.22539,-0.17115,0.16913,0.3807,1.14105
-1.38294,0.29893,-1.35737,-1.83056,-2.46221
1.38163,-0.7632,-0.34174,0.38575,0.90236
-1.46449,0.85041,0.60759,0.81764,1.59784
0.28319,0.89359,1.78592,-0.18284,4.35455
1.2272,0.40043,-0.65479,0.2431,2.77581
0.7009,1.21452,-1.03914,0.43692,1.28889
-0.66942,0.13928,-0.39674,1.3811,0.767
0.8591,-0.2265,-0.81304,-1.28935,0.79591
1.01244,0.42789,0.60883,-0.24229,1.69249
1.10428,-0.10947,-0.38944,0.2709,0.33484
-0.03942,0.26681,-0.38307,-0.77832,-0.17399
-0.30214,-0.89071,0.87504,1.12453,2.10161
-0.35382,-0.58838,1.0575,-0.52119,1.89447
0.48718,-0.59333,0.90295,-0.72115,0.51514
0.20537,0.49602,0.25236,-0.28879,0.76174
-0.43502,0.50364,-0.60215,1.48062,1.71442
1.80006,-0.1918,-0.76941,1.27246,2.62086
-1.27239,-0.65902,-0.33733,-1.1468,-2.01364
0.46311,-0.64594,0.15311,-1.71642,-1.35192
-0.9596,-0.13324,-0.1403,-0.26992,-1.38737
-1.20126,-0.03661,-1.28622,-0.26883,-0.15913
-2.90855,-1.04517,0.26727,-1.22657,-4.59088
2.25203,0.87922,-1.14723,1.04037,3.1372
1.46895,-0.04402,0.78664,2.33263,4.27006
-1.44445,0.03048,-0.38093,0.57339,-0.97121
-1.23304,0.35791,1.62713,-0.38881,0.80602
-1.20037,-0.1923,0.80489,0.67141,0.8427
-0.3956,1.55981,-0.13193,0.65576,4.03996
-0.31309,0.77826,0.27306,-0.68508,0.0868
0.61565,-0.64001,1.20527,0.03756,2.21538
-0.35748,-0.41397,-1.00843,0.15814,-0.13431
-1.26726,-0.26868,2.27187,0.56454,3.13949
-1.15028,1.13261,0.00599,-2.32803,-1.38295
-0.79822,1.22073,0.87639,0.14827,2.40955
-0.03639,0.15049,0.75876,0.31974,3.18615
2.00445,-0.70831,-0.73565,-0.34463,2.26
-0.59207,-1.16273,-1.65354,-0.75808,-2.62363
1.97264,0.34313,0.53695,-0.96242,3.0094
-1.62884,0.72759,-0.09989,-1.14576,-0.84221
-1.08631,-0.81205,0.40068,-0.82679,-1.03716
0.19886,1.11643,-0.3145,1.73563,4.25766
-1.24014,-0.03545,0.24926,1.14549,2.57993
0.11487,1.18616,-0.1568,-0.15064,1.93971
-2.14547,0.18482,0.58776,-0.59882,-1.10973
-0.20944,-0.52806,0.14004,-0.707,-1.40098
-0.52318,0.85566,-1.15239,0.74939,-0.47497
1.71014,-1.15172,-0.95919,0.0819,2.04829
-1.32854,0.69294,1.57227,-0.39847,0.84898
-0.85604,1.19933,-0.02001,1.32465,2.71562
0.32898,-0.69397,1.93413,-0.20495,2.86331
-0.36688,-1.05119,1.69435,-0.1897,0.80773
0.90037,1.61878,0.15239,-0.55797,2.84388
1.0369,-2.25856,0.73299,0.26039,3.13644
0.89794,-0.65604,1.52755,-0.01958,3.97761
-0.34857,-0.37555,0.54343,1.09854,1.79086
0.56826,-1.38192,1.83206,0.7479,3.2406
0.05993,0.17858,0.62116,-1.43787,1.21659
0.52695,0.37544,0.01967,0.77584,2.59728
1.58953,1.96621,-1.15599,-0.06723,3.80729
-0.53952,-0.57005,0.04562,-0.26033,0.13604
1.62243,0.10664,0.15893,1.06603,4.61792
-0.61803,-2.17207,0.46727,0.88374,-0.04234
1.57967,2.33245,1.50582,0.33332,7.56318
-0.27786,0.63806,-0.04734,-1.08485,1.7812
0.03648,-0.21555,-0.8067,-0.45057,0.0934
0.989,0.20191,-1.82283,-0.54273,1.34791
-0.21344,1.09919,1.87243,-0.61854,2.08143
-0.56463,-0.52271,0.78771,1.33685,1.87284
0.0696,-0.00475,-0.05239,0.2213,0.56864
-0.08387,-0.51385,-0.11273,0.9507,-0.43802
0.32156,-1.5106,-0.59255,-0.43729,-0.3621
-1.07136,0.6563,0.05035,0.39903,-1.12208
0.08915,2.06942,0.4507,0.30505,4.35519
-0.04619,0.11708,-1.13204,0.27624,-0.32111
0.51397,-0.03821,0.33546,1.05627,2.57021
0.56019,-0.1956,-0.59333,-0.44087,1.11051
-0.48133,0.87957,0.67318,-1.33128,0.4897
-0.34207,-2.02876,-0.5073,0.27445,-1.88793
0.83039,2.10889,0.1007,0.87108,4.8089
1.38279,-0.14033,-1.49876,-0.52581,0.82527
-0.24308,-1.89023,-1.62188,-2.40698,-3.40077
-0.38793,-0.29776,-1.25133,-0.68637,-3.01374
-0.93102,1.12221,-1.38918,-0.84141,-0.66048
0.45753,-0.09242,-0.7632,-2.04308,-0.5482
0.54808,0.34181,0.11438,0.2591,1.35271
0.37823,-1.07271,-1.66397,0.07817,-1.6072
0.25857,0.92708,-0.32761,0.2503,1.49666
-0.28633,-0.83737,-1.37773,0.14677,-1.33237
-0.21113,1.05111,-0.18548,-0.43863,0.36596
0.11325,-0.5222,-1.4371,-0.85618,-1.72999
-0.07634,-1.93991,0.20401,-1.37218,-1.77693
-1.91744,1.48608,0.74698,0.87851,1.64304
-0.42312,-0.6302,-0.61211,-0.44781,0.61116
2.02547,0.73944,1.077,-0.37488,4.14968
-1.21182,0.2673,0.93418,0.60384,3.27021
0.16157,1.19496,2.20505,0.3637,3.89987
-0.86916,0.68464,0.85232,0.84491,2.96091
0.26139,-1.99466,-1.60305,2.14484,0.61803
-1.1148,-0.04058,-2.28221,-0.74391,-2.13392
-0.0315,-0.39711,-1.01659,-1.45707,-2.24503
-0.08596,-0.63562,0.15629,-1.26574,-2.22918
-1.68956,1.00462,0.31761,-0.15408,0.75414
-0.03131,-2.3264,1.53293,-0.17911,-0.36778
0.82958,1.31284,0.42624,-0.0612,4.03441
0.04852,0.20591,-0.61159,-1.43162,-1.77199
-0.98116,0.01944,0.53086,-1.64964,-1.57959
-1.08746,0.34488,0.87269,-1.33418,-0.72788
0.7986,-0.27749,0.11339,0.6441,1.7448
-0.85527,2.02019,-1.04414,0.67292,2.50019
1.38894,-0.35242,-0.38861,0.46776,2.79177
-1.46026,-1.39391,-1.15704,0.86632,-4.53892
1.46766,0.16181,-1.24634,-0.01667,0.13552
-0.1249,-0.25627,1.72358,0.27612,2.23791
1.36033,-0.1714,1.13776,-0.58709,0.46652
2.23438,-0.21018,3.01603,0.96859,6.57618
1.52078,0.54952,-0.26171,-0.78424,2.56729
-0.97909,1.55072,-0.60916,-1.71928,-0.84744
0.05095,-1.14928,0.95764,0.45067,0.80162
1.01717,1.23282,-0.45981,-0.53818,1.7174
-0.82695,-1.03917,-1.01042,0.89419,-0.80926
-1.0386,2.0932,-0.49014,-1.80536,0.24925
-0.6078,1.4267,1.63432,-1.73859,2.58247
-2.49049,1.40446,1.29439,-0.84935,0.10415
0.91549,0.17458,0.28087,-0.7587,2.41527
0.30249,-1.52959,-0.24912,1.10637,0.50223
-0.99405,-1.3384,0.20186,0.03639,-2.27389
0.27808,-0.86948,0.27699,0.37168,0.9673
0.27711,0.50381,-1.21415,-0.59521,-1.50368
1.64327,-0.42711,-0.77119,1.76199,3.31702
0.23024,0.52335,-0.61991,0.71408,1.70065
1.70886,1.37828,1.88618,-0.21573,6.35411
1.44942,0.52199,-0.95264,0.23376,2.28498
-0.74949,2.21428,0.17268,-0.97757,0.93427
-0.83276,0.22802,2.19811,-0.08376,2.46219
0.38022,0.63356,0.77759,-0.37542,4.13646
1.24455,-0.03795,0.87862,0.41797,4.54024
0.37926,1.14418,-2.81,1.2385,1.05327
-0.8822,-1.00354,-0.42022,-0.70502,-0.19533
0.33587,1.09863,-0.4755,-1.0879,1.18702
0.65619,-0.20821,-0.01012,0.26917,2.81664
-0.45848,0.73309,-0.79569,0.14977,-0.92934
-0.70491,-0.14409,0.56076,-0.63394,-1.86918
-0.20344,0.68348,0.87312,0.37848,2.87345
0.465,-0.56667,0.63112,-0.83456,1.44266
-0.78423,-0.36617,-0.23226,-0.82348,-1.9269
-1.25063,-1.86215,0.78089,-0.28624,-1.825
0.69153,0.10425,0.473,-1.44346,1.53995
-1.20786,-0.16274,-0.37495,-0.43438,-1.15399
2.2106,0.25807,-0.74175,-0.57338,1.75206
-0.83057,-2.05704,-0.74303,-0.23326,-3.90101
0.11296,0.12085,1.52509,-2.28542,-0.74011
-0.16512,-0.45918,-0.6979,0.38752,-0.87952
-0.29616,-0.36404,0.94744,1.01102,3.63415
-2.13607,1.0811,1.12562,1.02175,3.48712
-1.3722,0.06707,0.31603,-0.44456,-1.38009
0.93692,1.17598,1.1555,1.14092,4.27275
-0.72757,-0.59722,-0.01896,-0.47553,-2.97713
2.47842,-1.95648,-1.25774,0.70087,0.97467
1.06463,-0.19622,-0.41406,0.89011,-0.6882
1.48742,1.24574,-0.12234,-1.57512,2.82419
-1.12173,-0.729,-1.76581,1.24269,-0.7576
-1.75784,-0.06441,-0.5468,0.96371,-0.83175
0.1018,0.31744,0.63097,1.14542,3.53552
-0.75982,0.98943,1.13222,1.48739,3.63296
-0.05787,0.19783,0.23551,1.30234,2.01421
2.58211,-0.00473,1.12271,1.83355,6.08813
-1.54211,-1.58333,1.71215,-1.45255,-2.78484
1.91016,-0.99332,0.55968,-0.80065,1.19156
1.56476,-0.54129,-0.55416,0.0719,3.5616
1.10938,-0.77722,-0.28495,-0.31643,0.93414
-2.92903,-0.53257,0.92936,0.16286,-1.3195
-1.20362,-1.63479,0.05362,-1.18384,-0.29583
-0.42884,0.77988,-1.06908,2.36962,1.93642
0.32069,-1.37094,-0.43559,1.08205,0.72027
-1.27422,-0.07242,0.2769,1.17656,0.07309
0.53236,-1.1199,-0.3598,-1.44686,-0.62595
2.30414,0.23972,-2.06898,1.16019,2.94295
-0.12897,-0.34081,-1.62997,-0.95258,-0.62991
-0.4399,2.1171,-1.49042,3.77417,4.45102
0.52654,-0.94147,1.45155,1.30424,4.34962
0.17301,-0.1514,-0.04624,-0.47623,-0.25696
1.63228,0.33772,0.83292,-1.18273,2.54294
1.88006,-1.34116,-0.56292,2.10079,2.82253
0.44991,-0.06063,-1.12639,-1.47942,-1.83157
-0.39318,-0.58005,-1.25596,-0.87816,-2.99429
-1.53552,-0.35811,-1.36962,0.24507,-3.632
-0.52821,0.45428,0.745,0.1826,1.28803
1.52285,-0.72682,-0.06133,-2.8851,-1.55591
-1.5025,0.16659,-0.85382,-1.34458,-2.30238
0.51406,1.26986,0.62913,-0.21595,1.23767
-0.86261,1.10349,-2.50202,1.4405,1.87959
-0.43645,-1.50669,2.52665,-2.04532,-0.07933
-0.63252,0.57577,-0.20951,-0.08492,0.65173
-0.14185,0.10713,0.74158,0.44585,2.6091
0.7632,0.8303,-1.4845,0.41574,2.33606
-0.73376,-0.91563,0.00974,-1.07842,-1.09961
0.90908,0.62866,-0.88116,1.32169,1.82793
-1.80871,2.44048,0.03578,-0.89993,-0.14451
1.0883,-0.19344,0.08474,0.57217,2.88355
0.95176,0.19048,1.31674,0.75867,5.11666
-0.29517,-1.77221,1.50363,-1.9305,-2.61646
2.22843,0.4162,-0.19859,0.59393,4.12809
-0.11453,-0.26783,0.23444,0.91155,2.50517
-1.02322,0.81977,0.23269,-0.0746,1.14637
2.40881,0.56772,0.3472,1.75405,5.78244
0.61481,1.56099,-0.14062,1.88332,5.88636
-0.36453,-0.19551,-1.07829,-1.94919,-2.43871
-0.67651,1.13757,-0.47029,-0.79273,-0.56548
0.00712,-0.2124,-0.26121,-0.81922,-1.25861
0.05789,0.82337,0.08845,-0.63855,1.10253
0.11193,-0.54322,-0.39798,-0.48217,-0.08437
-0.26769,0.08187,-0.09519,-0.9725,-1.06263
-1.16251,-0.4554,-0.52457,0.01199,0.75249
2.2829,2.75733,2.58168,-0.42784,9.09488
2.41631,1.17503,0.39626,1.01368,6.76566
-0.00294,-0.40988,-0.00961,-1.79072,-1.11322
-0.36588,0.47938,1.12622,-0.12441,0.39886
0.14128,1.54934,0.23203,-1.77878,1.80803
-0.65838,1.05792,1.73151,-0.44788,3.27844
0.17182,-0.78883,-1.76888,2.62699,1.28401
1.56703,0.5558,-1.0505,1.33674,2.76538
0.00221,-1.59848,0.45925,2.31993,2.90372
-0.19154,-2.42644,1.15082,1.60921,1.57738
1.02188,1.49156,-0.03014,0.69014,3.45192
-0.59153,-0.93428,-0.07502,1.01974,-0.20237
0.03109,0.21618,-0.30546,0.20118,0.73067
-0.15768,0.01485,0.87733,1.72827,1.91626
-1.87794,-0.34139,-1.08048,-0.7698,-3.64791
-0.74521,0.595,0.49283,0.51247,1.41538
-0.10109,-0.08419,0.63062,-0.26185,1.05254
-0.2235,0.81289,1.58992,0.53067,2.45755
1.95509,-0.06872,-0.10488,-1.34919,2.04301
-0.70262,0.31659,0.57073,0.31031,2.32996
0.40399,-1.49864,-0.0447,-0.13334,-1.48461
-0.63905,1.23161,-1.24443,-0.89315,1.06834
-0.74736,-0.06671,-0.91697,-0.86588,-0.45994
1.31977,-0.75488,0.79762,-0.15258,1.8479
2.01061,1.02697,1.79915,-1.1756,6.20285
0.72983,-0.40934,-0.1469,0.76084,3.29402
1.26966,0.99741,-0.75599,1.14693,3.55994
0.05849,-0.49941,-0.23523,-0.88652,-1.14963
1.5098,0.43118,0.88872,-0.26916,2.83982
0.71184,0.6539,2.14057,-0.30471,2.18941
-1.52779,1.24937,2.45636,0.51041,3.37243
-0.74264,0.76488,0.13597,0.68948,1.79421
0.06455,0.09338,0.60332,-0.76504,0.82319
-3.01783,0.69304,0.71747,0.07591,0.27572
0.33673,0.34807,0.3084,-0.18447,3.30222
-0.27807,0.52547,-1.21598,-0.25986,-1.99088
-0.29419,-0.23539,0.23087,-0.91401,-0.89685
-1.84809,-0.25434,0.51798,-0.0568,-0.07801
0.98672,-1.14547,-0.27747,0.53818,-0.93736
0.13448,-1.26417,3.08073,1.33629,2.93136
-1.60246,0.32064,0.09119,0.00586,-0.83733
2.02752,1.85879,0.73527,0.11125,7.02025
-0.03513,-0.92411,1.20627,-0.57034,1.4596
0.53042,0.62381,0.48824,-0.60169,1.29291
-0.50539,0.01795,0.52174,0.18936,0.55438
-1.94835,0.37702,0.68641,-0.49784,0.04314
-2.0743,-1.80086,-1.41611,0.19026,-4.04451
0.71449,-0.00273,0.15253,-0.9429,-0.43576
0.98868,-0.07765,-0.86876,-0.17781,0.15441
-0.46772,-0.02132,0.9728,-0.65916,0.7286
-0.31678,1.43038,-0.41964,0.34791,1.09984
-0.6191,0.33372,0.6206,-0.13637,1.43663
0.76058,0.38489,0.93385,2.26605,4.28091
-1.69764,0.67992,-1.77079,-0.58183,-1.5084
2.32936,0.61998,1.34767,-0.876,4.18274
-1.19286,0.97997,1.94089,-1.0364,3.17805
1.2673,-1.73137,-0.1315,-1.89758,0.19183
-0.56861,-0.86638,-1.30624,-1.37971,-3.30972
-0.2377,-0.53077,-0.05584,0.60807,0.34133
1.48027,-1.07201,-1.0156,0.28484,0.45079
0.6495,1.07434,0.23572,3.32071,6.85973
-2.49725,0.54796,0.45367,-0.96782,-1.08268
-0.27804,1.29273,0.38264,0.74438,4.39344
0.2123,1.11949,-0.40645,1.30886,3.84487
-1.44906,-0.16174,0.96419,-0.89545,-1.24951
-0.43311,1.25153,1.22488,-1.69881,1.84881
-1.88005,1.24707,1.32465,-0.50858,1.79042
-1.28901,-1.20312,0.30833,1.62362,-0.87043
0.20148,0.27394,1.52192,-1.4855,1.34069
1.24241,0.05749,0.42861,0.37447,2.28972
-0.00275,-0.56989,0.81176,1.38311,4.0837
0.3029,1.33298,0.33812,-0.16073,4.12776
-0.69161,1.01382,-0.68263,0.29049,0.10964
-0.20188,-0.07488,-0.05473,-0.38915,0.23936
-0.59446,0.51023,0.91025,-0.47098,2.94925
-1.60731,-0.33008,1.14958,0.48151,-0.65649
-0.54219,-0.69062,-0.74629,0.19098,-0.44648
-1.25919,1.43722,-0.07432,0.28567,3.44711
0.23651,-0.57081,0.12359,-0.81419,-0.43253
-0.70244,-0.05488,-0.80547,-2.18364,-2.07606
0.44341,0.97436,-0.70446,-1.12487,0.1213
-1.04863,1.42158,0.50647,0.15121,2.23696
0.27271,-1.06235,2.44121,0.48784,2.44566
-0.20955,-0.81956,1.16935,0.22417,1.79801
1.22886,0.11713,-1.19176,-0.3019,-0.34225
0.29353,0.27387,-1.64929,-0.44625,0.12674
-0.4045,0.47842,-1.56169,-1.55932,-2.07119
-0.41629,-0.3349,0.7499,0.6068,0.50949
-1.52621,0.55136,-0.77142,-1.02048,-2.59219
-1.23113,0.58777,-0.80199,0.39779,0.3775
-0.01803,-1.17263,-0.59042,0.19069,-0.28314
0.87489,0.4351,0.26019,0.3286,1.97998
-0.39897,0.72395,0.56409,-1.07714,1.07739
-1.59596,-0.10143,-0.64756,0.70657,-2.20218
0.43645,-0.45433,-0.76,-1.37442,-1.12401
0.54307,0.57353,-0.5367,-0.24539,0.1221
-0.71213,-0.01014,0.78001,0.33967,3.44701
-3.00515,-2.10671,-0.29196,0.08967,-4.52357
0.60836,0.16388,-0.14908,-0.40158,-0.24904
0.94966,1.04595,-0.29644,0.41468,2.48613
-1.56161,-0.79476,-1.14734,-0.44388,-3.09407
0.18607,-0.58176,-2.12085,0.31598,-0.88721
-0.0043,-0.21859,-0.13043,-2.209,-0.34833
-0.54363,0.52994,1.98061,1.39635,3.3667
-0.91107,0.90394,0.00259,0.29093,1.48994
0.95417,-2.07819,0.79524,0.73438,1.18855
1.24731,0.37537,-1.13822,0.63972,1.89342
1.17409,1.56698,-0.71291,0.97005,3.63947
0.31374,0.16977,0.38155,1.11992,3.15977
0.80795,-1.36584,1.39408,-1.73741,0.33575
1.5984,2.32073,1.38686,1.06795,5.27027
-1.02251,1.00471,0.05779,-0.73991,1.17641
0.46294,-0.86789,-0.23099,0.06831,0.79888
-0.18331,-1.36418,-0.3367,-0.44274,-0.69619
-0.39584,1.57911,-0.69292,0.37811,2.95221
-0.46389,-0.10078,1.42365,1.75276,2.17282
1.15633,-0.79989,-0.20429,0.88705,3.56272
0.26956,0.02333,0.17989,-0.61999,0.32459
1.03203,-0.9343,-0.52468,-0.17056,-0.14375
0.40585,-1.00572,1.79228,0.04766,4.15723
0.60257,-1.87498,0.05659,-0.8678,-3.42928
-0.43868,-2.21127,-0.02638,0.0224,-2.89807
-0.22974,1.0063,-1.55635,3.04596,4.97688
0.25848,1.33304,-0.50151,0.6425,1.99591
1.35417,0.14384,-0.74262,1.59684,3.13404
-2.02418,-0.49432,0.74664,0.09987,-1.86704
-0.77527,-0.93223,0.89085,0.03546,-0.85019
-0.43431,-0.98964,-0.437,-0.52743,0.45511
-1.02874,2.14385,-0.48162,1.0672,1.73051
0.98967,-0.27096,-1.50295,0.4895,-0.29511
1.21486,1.27115,-0.25245,1.46928,3.66925
1.21862,0.84098,0.71166,-0.40288,0.11731
-0.98542,0.22973,-0.26172,1.50034,1.86356
0.72371,-1.00174,0.63173,-0.63568,-0.17859
-0.994,0.41728,-0.71612,0.41287,-0.64179
-0.72469,-1.18102,0.49878,1.38145,0.16293
1.74245,-1.2496,-0.81327,1.10201,3.14906
0.12491,-0.37091,1.08183,-0.55868,0.69049
-0.75613,-1.04973,-2.77946,0.11886,-1.19037
-0.19388,-0.11878,0.08958,0.03177,0.15663
-1.19463,-0.84359,-1.47329,0.0229,-2.56131
0.66987,2.26839,1.5962,0.28264,5.7119
-2.01442,-0.56965,-1.4868,-0.58585,-2.49583
0.94434,-0.00744,1.57643,-0.07816,3.10646
0.06081,0.53184,-2.10496,-1.8247,-2.19725
0.28352,-0.13228,0.07232,1.77564,2.32254
0.32473,-0.41871,-0.01211,-0.56787,-0.68191
0.27143,-1.08282,-0.76691,0.56977,-0.24242
0.17091,1.02608,-1.20471,-0.3978,0.2527
0.52114,0.15331,-1.40572,-0.88898,-1.6316
-1.32179,1.32866,0.8107,0.42574,2.63674
-0.65861,-0.41153,0.26833,0.41644,1.46428
-0.2082,-1.36352,-1.0927,0.13878,-2.35887
0.98456,0.8992,0.47888,1.21435,4.09135
-0.63946,0.42977,0.41429,-1.07246,0.06738
-0.61727,-0.67384,2.61659,-1.28113,0.16853
0.52021,-0.39205,1.56933,0.38002,2.79658
-0.81798,0.40339,0.92828,-0.63707,0.52514
-0.26199,0.39635,-0.28043,0.56846,-1.2372
-0.03447,-1.18399,0.4253,-0.12763,-0.3874
-0.34553,-1.22634,-0.52608,-0.15731,-2.2804
-0.0567,0.92545,1.9607,1.01424,5.48511
-0.50726,-0.9526,-1.83927,-1.21344,-1.88874
0.01716,-0.38613,0.90693,0.15521,1.19193
1.2593,-1.15524,-0.72729,-1.02747,1.60798
-0.32558,1.95066,0.93846,0.18543,3.8917
0.1452,0.33659,0.07181,1.07479,1.24955
0.31847,-1.65731,2.53585,3.00003,4.8671
-0.18468,-0.12036,1.68224,-0.8525,2.51973
0.89134,-0.05059,-0.72601,0.7456,2.96454
-0.59547,1.24572,2.0678,-1.67488,1.89622
1.13548,-1.1978,1.36498,0.30261,3.10953
0.45497,-0.51543,0.11825,-0.97887,1.11409
0.18762,2.353,1.11352,0.32738,5.95882
0.58868,-0.59892,0.0429,-0.41371,-0.22666
1.63782,-0.24472,0.40384,0.35974,2.9771
-0.38235,-1.57962,1.16147,-0.31711,-2.12446
-0.85604,1.20696,-0.55516,-0.12387,2.16101
-0.43257,-0.77739,0.75664,-0.91355,-0.73851
-1.4147,0.33418,-0.6256,1.77679,1.19404
1.15982,0.01409,-0.44552,0.47595,2.61209
-1.57529,0.7133,-1.44777,-1.52743,-1.71619
0.67533,-1.57821,0.16077,-0.0393,0.27126
0.6403,-0.03111,1.936,-0.66936,3.06448
-0.23015,0.78931,-0.74936,1.6616,1.48844
0.41636,-2.33333,1.056,-0.62208,-0.08807
-0.72274,1.34984,-0.64421,-1.85576,-2.57862
0.50836,-0.568,-1.05193,0.16438,0.57221
1.53381,-0.84594,-0.90487,0.10741,0.54316
-0.25419,-0.43967,-0.45524,3.12897,2.76129
0.03316,-0.07093,1.22012,0.85635,3.89671
1.47759,1.26546,1.88756,0.78208,6.4478
0.29612,1.63698,1.59935,1.70771,6.19594
0.85964,1.17936,-1.35272,0.11543,0.99918
0.73978,-0.96165,1.54244,0.26661,3.65442
-0.80912,0.65894,0.18569,0.06541,-0.20458
0.43633,1.00608,0.07718,-0.07293,3.20213
0.84027,-2.14162,0.62341,-0.1809,0.69993
0.89539,-0.27683,-0.10381,-1.30349,0.31425
0.58949,-2.18134,0.15043,0.2633,-1.14914
0.98406,-0.27886,-0.265,0.35757,2.26224
-1.77948,-1.13659,-0.59925,1.07307,-2.18374
-2.52919,-0.44326,0.67514,-2.39302,-2.26556
-0.17989,-0.08252,-0.19657,2.1026,1.28147
1.13475,-0.30137,0.05597,0.33729,3.51753
-0.7191,-0.58597,0.22148,-0.19576,0.0291
0.64724,-1.25669,1.03929,1.01327,2.22529
-2.10751,0.11516,-1.09824,0.29592,-1.84466
-0.43599,0.64002,1.83036,-0.01959,2.9992
1.75482,-0.19508,0.20095,0.97198,3.0171
-1.51316,0.74127,0.07538,1.4573,2.24246
1.15045,0.69151,2.16153,0.47148,5.21442
-0.81629,0.67474,0.13088,0.17843,2.65226
0.41538,1.10668,-1.01701,-2.85647,-0.0263
0.94282,1.37109,-1.22666,1.24416,2.92741
-0.66607,-0.60006,-3.22681,0.18695,-2.73481
-1.93575,-0.2707,0.86534,0.04651,0.08662
-0.73354,1.1501,-0.63345,-1.61803,-2.00064
-1.75963,0.1772,0.39453,-0.40448,-2.3256
-1.02344,-0.5453,-0.4807,-0.72295,-0.32825
0.38289,-1.43017,0.02814,-0.29066,0.45045
-2.59195,-0.49283,-1.59983,-0.45319,-5.02089
-1.20119,-1.15079,0.80109,-0.62835,-0.94995
-0.73453,0.47826,1.94484,0.24996,3.22033
0.98255,0.95377,-0.27513,-1.33623,0.79169
1.77738,-0.07092,1.57276,-1.7999,3.13732
1.72473,-0.88039,0.54208,0.85172,4.28191
-1.72807,-0.65224,1.00461,-0.15999,-0.74326
0.80829,-0.19638,0.57268,-1.61527,0.20501
-0.04588,0.63727,0.13808,-0.51587,0.92601
-1.19994,-0.48525,-0.12923,2.02979,0.05137
